"","Transaction","Menu","Class"
"35561",34778,"[SL]Aburi Sal Hotate Don","Donburi Lunch"
"35562",34779,"[SL]Unagi Yakiniku KM","KM Lunch"
"35563",34779,"[SL]Seafood Mix KM","KM Lunch"
"35564",34779,"[SL]Niku Atsu Hotate Unagi KM","KM Lunch"
"35565",34780,"[SL]Una Don","Donburi Lunch"
"35566",34780,"[SL]Salmon Tori KM","KM Lunch"
"35567",34781,"[SL]Seafood Mix KM","KM Lunch"
"35568",34781,"[SL]Aburi Kaisen Bara Chirashi","Chirashi Lunch"
"35569",34781,"[4pc]Sp Aburi Salmon Roll","Sushi Roll"
"35570",34782,"Komachi Bento","Bento"
"35571",34782,"[SL]Nama Bara Chirashi Set","Chirashi Lunch"
"35572",34782,"[SL]Aburi Kaisen Bara Chirashi","Chirashi Lunch"
"35573",34782,"[SL]Aburi Kaisen Bara Chirashi","Chirashi Lunch"
"35574",34783,"[SL]Nabe Udon & Roll","Nabe Lunch"
"35575",34783,"[SL]Aburi Sal Hotate Don","Donburi Lunch"
"35576",34783,"[SL]Unagi Salmon Chirashi","Chirashi Lunch"
"35577",34784,"[SL]Yakimono & Sashimi 3K","Washoku Lunch"
"35578",34784,"[KL]Salmon Belly Teriyaki","Kobachi Lunch"
"35579",34784,"[SL]Aburi Kaisen Bara Chirashi","Chirashi Lunch"
"35580",34784,"[SL]Salmon Teri & Chicken","Steak Lunch"
"35581",34784,"[SL]SUN Sauce Katsu Don","Donburi Lunch"
"35582",34784,"[SL]Seafood Mix KM","KM Lunch"
"35583",34785,"Shokado Bento","Bento"
"35584",34785,"Shokado Bento","Bento"
"35585",34786,"[SL]Unagi Salmon Chirashi","Chirashi Lunch"
"35586",34786,"[SL]Saba Shio & Tamago Toji","Washoku Lunch"
"35587",34787,"[SL]Tori Unagi KM","KM Lunch"
"35588",34787,"[KL]Saba Shioyaki Kobachi","Kobachi Lunch"
"35589",34787,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"35590",34787,"[SL]Seafood Mix KM","KM Lunch"
"35591",34787,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"35592",34787,"[SL]Seafood Mix KM","KM Lunch"
"35593",34787,"Peach Oolong","Mocktail"
"35594",34788,"[KL]Gindara Teriyaki","Kobachi Lunch"
"35595",34789,"[SL]Yakiniku KM","KM Lunch"
"35596",34789,"[SL]Nama Bara Chirashi Set","Chirashi Lunch"
"35597",34790,"Komachi Bento","Bento"
"35598",34791,"[SL]Aburi Kaisen KM","KM Lunch"
"35599",34791,"Komachi Bento","Bento"
"35600",34792,"[KL]Gindara Saikyo Kobachi","Kobachi Lunch"
"35601",34792,"Shokado Bento","Bento"
"35602",34793,"[2p]Sashimi 7K","Sashimi"
"35603",34793,"[SL]Deluxe Sushi","Sushi Lunch"
"35604",34794,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"35605",34794,"Salmon Oyako Chirashi","Chirashi"
"35606",34794,"[SL]Yakiniku KM","KM Lunch"
"35607",34794,"[SL]Nama Bara Chirashi Set","Chirashi Lunch"
"35608",34794,"[4pc]Pink Dragon Roll","Sushi Roll"
"35609",34794,"[SL]Tendon Set","Donburi Lunch"
"35610",34794,"[8pc]Sp Aburi Salmon Roll","Sushi Roll"
"35611",34794,"Aburi Shio Salmon","Sushi"
"35612",34795,"[SL]Salmon Teri & Chicken","Steak Lunch"
"35613",34795,"[SL]Mountain Pork Nabe Set","Nabe Lunch"
"35614",34795,"Ebi Tempura","Seafood"
"35615",34795,"[SL]Yakimono & Sashimi 3K","Washoku Lunch"
"35616",34795,"Crispy Fried Apple Pie","Parfait"
"35617",34795,"Caramel Pear Mousse","Parfait"
"35618",34795,"Matcha Tiramisu","Parfait"
"35619",34796,"[SL]Gindara & Niku Tofu Nabe","Washoku Lunch"
"35620",34796,"3pc Salmon Sushi Mori","Side"
"35621",34796,"Komachi Bento","Bento"
"35622",34796,"[SL]Aburi Kaisen KM","KM Lunch"
"35623",34796,"[SL]Beef Nabe Set","Nabe Lunch"
"35624",34797,"[SL]Aburi Sal Hotate Don","Donburi Lunch"
"35625",34798,"[SL]Salmon Oyako Chirashi Set","Chirashi Lunch"
"35626",34798,"[KL]Salmon Belly Shioyaki","Kobachi Lunch"
"35627",34799,"[4pc]Avo Soft Shell","Sushi Roll"
"35628",34799,"Komachi Bento","Bento"
"35629",34799,"[SL]Salmon Tori KM","KM Lunch"
"35630",34800,"[SL]Teriyaki Wagyu Harami Don","Donburi Lunch"
"35631",34800,"[SL]Teriyaki Wagyu Harami Don","Donburi Lunch"
"35632",34800,"[SL]Nabe Udon & Roll","Nabe Lunch"
"35633",34800,"[SL]Saba & Salmon Teriyaki","Steak Lunch"
"35634",34800,"[KL]Gindara Saikyo Kobachi","Kobachi Lunch"
"35635",34800,"[SL]Aburi Kaisen Bara Chirashi","Chirashi Lunch"
"35636",34800,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"35637",34801,"[KL]Salmon Belly Teriyaki","Kobachi Lunch"
"35638",34801,"[SL]Salmon Sushi Mori","Sushi Lunch"
"35639",34801,"[SL]Aburi Kaisen Bara Chirashi","Chirashi Lunch"
"35640",34802,"Komachi Bento","Bento"
"35641",34802,"[SL]Nama Bara Chirashi Set","Chirashi Lunch"
"35642",34802,"[SL]Salmon Oyako Chirashi Set","Chirashi Lunch"
"35643",34802,"[SL]SUN Chirashi","Chirashi Lunch"
"35644",34802,"Dessert Trio","Parfait"
"35645",34803,"[SL]Gindara & Niku Tofu Nabe","Washoku Lunch"
"35646",34803,"3pc Salmon Sushi Mori","Side"
"35647",34804,"Komachi Bento","Bento"
"35648",34804,"Shokado Bento","Bento"
"35649",34804,"[SL]Nama Bara Chirashi Set","Chirashi Lunch"
"35650",34805,"[SL]Yakiniku KM","KM Lunch"
"35651",34805,"[SL]Salmon Tori KM","KM Lunch"
"35652",34805,"SUN Tofu Cheesecake","Parfait"
"35653",34806,"[KL]Salmon Belly Shioyaki","Kobachi Lunch"
"35654",34807,"[SL]Salmon Tori KM","KM Lunch"
"35655",34807,"[SL]Niku Atsu Hotate Unagi KM","KM Lunch"
"35656",34808,"[SL]Nama Bara Chirashi Set","Chirashi Lunch"
"35657",34808,"[SL]Una Don","Donburi Lunch"
"35658",34809,"Komachi Bento","Bento"
"35659",34809,"[SL]Tempura & Salmon Nabe","Washoku Lunch"
"35660",34810,"[SL]Niku Atsu Hotate Unagi KM","KM Lunch"
"35661",34810,"[KL]Gindara Saikyo Kobachi","Kobachi Lunch"
"35662",34810,"Aburi Sal Hotate Carpaccio","Appetizer"
"35663",34811,"[SL]Gindara & Niku Tofu Nabe","Washoku Lunch"
"35664",34811,"[SL]Aus Sirloin Steak","Steak Lunch"
"35665",34811,"[SL]Beef Nabe Set","Nabe Lunch"
"35666",34811,"Oreo Cake","Parfait"
"35667",34812,"[SL]Gindara & Niku Tofu Nabe","Washoku Lunch"
"35668",34812,"[SL]Teriyaki Wagyu Harami Don","Donburi Lunch"
"35669",34813,"[SL]Buta Don Set","Donburi Lunch"
"35670",34814,"[KL]Saba Shioyaki Kobachi","Kobachi Lunch"
"35671",34814,"[SL]Beef Nabe Set","Nabe Lunch"
"35672",34815,"Tempura Udon","RiceNoodle"
"35673",34815,"[KL]Pork Shogayaki Kobachi","Kobachi Lunch"
"35674",34815,"Premium Malts 380ml","Beer"
"35675",34816,"[SL]Niku Atsu Hotate Unagi KM","KM Lunch"
"35676",34816,"[SL]Niku Atsu Hotate Unagi KM","KM Lunch"
"35677",34817,"[SL]Una Don","Donburi Lunch"
"35678",34817,"[SL]Nabe Udon & Roll","Nabe Lunch"
"35679",34817,"Mixed Roll Sushi","Sushi Roll"
"35680",34818,"[SL]Beef Nabe Set","Nabe Lunch"
"35681",34818,"3pc Salmon Sushi Mori","Side"
"35682",34819,"[SL]US Tenderloin Steak","Steak Lunch"
"35683",34819,"[SL]Gindara & Niku Tofu Nabe","Washoku Lunch"
"35684",34820,"[SL]Gindara & Niku Tofu Nabe","Washoku Lunch"
"35685",34820,"[SL]Tempura & Salmon Nabe","Washoku Lunch"
"35686",34821,"Sashimi Salad","Appetizer"
"35687",34821,"[KL]Gindara Teriyaki","Kobachi Lunch"
"35688",34821,"3pc Salmon Sushi Mori","Side"
"35689",34822,"[SL]Teriyaki Wagyu Harami Don","Donburi Lunch"
"35690",34822,"[SL]Aus Sirloin Steak","Steak Lunch"
"35691",34822,"Premium Malts 380ml","Beer"
"35692",34823,"[SL]Yakiniku KM","KM Lunch"
"35693",34823,"[SL]Kakuni Mentaiko KM","KM Lunch"
"35694",34823,"Ikura Chawanmushi","Appetizer"
"35695",34824,"[SL]Tendon Set","Donburi Lunch"
"35696",34824,"Yuzu Honey Tea","Non-Alc"
"35697",34824,"Ringoginny","Promo"
"35698",34825,"[SL]Temp Soba & Mini Sal Don","Washoku Lunch"
"35699",34825,"[KL]Gindara Saikyo Kobachi","Kobachi Lunch"
"35700",34825,"[SL]Premium Seafood KM","KM Lunch"
"35701",34825,"[2p]Salmon Sashimi 3K","Sashimi"
"35702",34826,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"35703",34826,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"35704",34826,"Edamame","Appetizer"
"35705",34827,"[SL]Gindara & Niku Tofu Nabe","Washoku Lunch"
"35706",34828,"Oreo Cake","Parfait"
"35707",34829,"[SL]Beef Nabe Set","Nabe Lunch"
"35708",34829,"[KL]Salmon Belly Shioyaki","Kobachi Lunch"
"35709",34830,"[SL]Una Don","Donburi Lunch"
"35710",34830,"[KL]Gindara Saikyo Kobachi","Kobachi Lunch"
"35711",34830,"[SL]Nabe Udon & Roll","Nabe Lunch"
"35712",34831,"[SL]Niku Atsu Hotate Unagi KM","KM Lunch"
"35713",34831,"[SL]Unagi Salmon Chirashi","Chirashi Lunch"
"35714",34832,"[SL]Unagi Yakiniku KM","KM Lunch"
"35715",34832,"[KL]Pork Shogayaki Kobachi","Kobachi Lunch"
"35716",34833,"[SL]Teriyaki Wagyu Harami Don","Donburi Lunch"
"35717",34833,"Komachi Bento","Bento"
"35718",34833,"Shiso Calpis","Non-Alc"
"35719",34833,"Shiso Mint Soda","Non-Alc"
"35720",34834,"Calpis Yuzu Lemon Jug","Non-Alc"
"35721",34834,"[SL]Gindara & Niku Tofu Nabe","Washoku Lunch"
"35722",34834,"[KL]Pork Shogayaki Kobachi","Kobachi Lunch"
"35723",34835,"[SL]Aburi Kaisen KM","KM Lunch"
"35724",34835,"[SL]SUN Sauce Katsu Don","Donburi Lunch"
"35725",34835,"Regional Sake Samp","Sake"
"35726",34836,"[KL]Salmon Belly Shioyaki","Kobachi Lunch"
"35727",34836,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"35728",34837,"[SL]Aburi Kaisen KM","KM Lunch"
"35729",34837,"[SL]Temp Soba & Mini Sal Don","Washoku Lunch"
"35730",34837,"[3p]Sashimi 5K","Sashimi"
"35731",34837,"[4pc]Nixon Roll","Sushi Roll"
"35732",34837,"[KL]Salmon Belly Teriyaki","Kobachi Lunch"
"35733",34838,"Komachi Bento","Bento"
"35734",34839,"Kake Soba","RiceNoodle"
"35735",34839,"Yasai Tempura","Side"
"35736",34839,"[SL]Hotate Unagi Sal Chirashi","Chirashi Lunch"
"35737",34839,"Drop of Hope Gls","Promo"
"35738",34840,"[SL]Chicken Nabe Set","Nabe Lunch"
"35739",34840,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"35740",34840,"[SL]Saba & Salmon Teriyaki","Steak Lunch"
"35741",34841,"Kids Sushi Udon Meal","Kids"
"35742",34841,"[SL]Nama Bara Chirashi Set","Chirashi Lunch"
"35743",34841,"[SL]Kaisen Mix Nabe Set","Nabe Lunch"
"35744",34842,"[SL]Beef Nabe Set","Nabe Lunch"
"35745",34842,"[SL]Una Don","Donburi Lunch"
"35746",34842,"[SL]Salmon Oyako Chirashi Set","Chirashi Lunch"
"35747",34843,"[SL]Yakiniku KM","KM Lunch"
"35748",34843,"[SL]Yakiniku KM","KM Lunch"
"35749",34843,"[SL]Salmon Tori KM","KM Lunch"
"35750",34844,"[SL]Gindara & Niku Tofu Nabe","Washoku Lunch"
"35751",34844,"[SL]Tendon Set","Donburi Lunch"
"35752",34845,"Shokado Bento","Bento"
"35753",34845,"[SL]US Tenderloin Steak","Steak Lunch"
"35754",34846,"[SL]Niku Atsu Hotate Unagi KM","KM Lunch"
"35755",34846,"Sashimi Salad","Appetizer"
"35756",34846,"Kurogoma Pudding","Parfait"
"35757",34847,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"35758",34847,"[4pc]Sp Aburi Salmon Roll","Sushi Roll"
"35759",34848,"Kids Sushi Udon Meal","Kids"
"35760",34848,"Shokado Bento","Bento"
"35761",34848,"[SL]Gindara & Niku Tofu Nabe","Washoku Lunch"
"35762",34849,"[SL]Seafood Mix KM","KM Lunch"
"35763",34849,"[SL]Seafood Mix KM","KM Lunch"
"35764",34849,"[SL]US Tenderloin Steak","Steak Lunch"
"35765",34850,"[4pc]Nixon Roll","Sushi Roll"
"35766",34850,"[SL]Temp Soba & Mini Sal Don","Washoku Lunch"
"35767",34851,"[2p]Sashimi 7K","Sashimi"
"35768",34851,"Shokado Bento","Bento"
"35769",34852,"[SL]Premium Seafood KM","KM Lunch"
"35770",34852,"[SL]Unagi Salmon Chirashi","Chirashi Lunch"
"35771",34852,"[SL]Yakimono & Sashimi 3K","Washoku Lunch"
"35772",34853,"[SL]Yakimono & Sashimi 3K","Washoku Lunch"
"35773",34853,"[SL]Tempura & Salmon Nabe","Washoku Lunch"
"35774",34854,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"35775",34854,"[KL]Gindara Teriyaki","Kobachi Lunch"
"35776",34855,"Concord Juice","Non-Alc"
"35777",34855,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"35778",34855,"[SL]Kaisen Mix Nabe Set","Nabe Lunch"
"35779",34855,"[SL]US Tenderloin Steak","Steak Lunch"
"35780",34856,"[SL]Salmon Tori KM","KM Lunch"
"35781",34856,"[SL]Nabe Udon & Roll","Nabe Lunch"
"35782",34856,"[SL]Hotate Unagi Sal Chirashi","Chirashi Lunch"
"35783",34856,"[2p]Sashimi 7K","Sashimi"
"35784",34856,"[SL]Chicken Nabe Set","Nabe Lunch"
"35785",34856,"[4pc]Sp Aburi Salmon Roll","Sushi Roll"
"35786",34856,"Grape Juice 200ml","Non-Alc"
"35787",34857,"[SL]Premium Seafood KM","KM Lunch"
"35788",34857,"Komachi Bento","Bento"
"35789",34858,"[SL]US Tenderloin Steak","Steak Lunch"
"35790",34858,"Chawanmushi","Appetizer"
"35791",34859,"[KL]Saba Shioyaki Kobachi","Kobachi Lunch"
"35792",34860,"Asa Biraki","Sake"
"35793",34860,"[CS]Aburi Salmon Hotate Don","Café"
"35794",34861,"[CS]Sal Belly Teriyaki","Café"
"35795",34861,"Yuzu Honey Tea","Non-Alc"
"35796",34862,"[CS]Ab Kaisen KM","Café"
"35797",34863,"[CS]Sal & Tori KM","Café"
"35798",34863,"[CS]Sal & Tori KM","Café"
"35799",34864,"[CS]Sal Belly Shioyaki","Café"
"35800",34865,"[SL]Aburi Sal Hotate Don","Donburi Lunch"
"35801",34865,"[SL]Buta Don Set","Donburi Lunch"
"35802",34865,"Salmon Belly Shioyaki","Seafood"
"35803",34866,"[CS]Una Don Set","Café"
"35804",34867,"[CS]Ab Kaisen KM","Café"
"35805",34867,"[CS]Aburi Salmon Hotate Don","Café"
"35806",34867,"Dessert Trio","Parfait"
"35807",34868,"[CS]Una Don Set","Café"
"35808",34868,"[CS]Una Don Set","Café"
"35809",34869,"[CS]Ab Kaisen KM","Café"
"35810",34870,"[CS]Yakiniku KM","Café"
"35811",34871,"Chawanmushi","Appetizer"
"35812",34871,"Aburi Shio Salmon","Sushi"
"35813",34872,"[CS]Ab Kaisen KM","Café"
"35814",34873,"[SD]Saba Shio & Pork Toji","Washoku Set"
"35815",34873,"Temari Sushi","Sushi"
"35816",34873,"Kyushu Yuzu Amasake","Cocktail"
"35817",34874,"[DS]Chicken Nabe","Nabe"
"35818",34875,"Ginger Tea","Non-Alc"
"35819",34875,"Odamaki Mushi","Appetizer"
"35820",34875,"Nasu Ebi Dengaku","Appetizer"
"35821",34876,"[SD]Hanakago Bento","Prem Dinner"
"35822",34877,"[SD]CA Tonkatsu & Salmon","Washoku Set"
"35823",34877,"[DS]Premium Kaisen Nabe","Nabe"
"35824",34878,"Aburi Mentai Salmon","Sushi"
"35825",34878,"Foie Gras Sushi","Sushi"
"35826",34878,"Foie Gras Millefeuille","Appetizer"
"35827",34878,"Toro Salmon Sushi","Sushi"
"35828",34879,"[DS]Mt Pork Nabe","Nabe"
"35829",34879,"Hotate Salmon Unagi Chirashi","Chirashi"
"35830",34879,"Dessert Trio","Parfait"
"35831",34880,"Cha Soba","RiceNoodle"
"35832",34880,"Dashimaki Tamago","Appetizer"
"35833",34880,"[SD]Aburi Kaisen Chirashi KM","Dinner KM"
"35834",34880,"[SD]Yakiniku KM","Dinner KM"
"35835",34880,"Sun Shake Salad","Salad"
"35836",34880,"[2p]Sashimi 5K","Sashimi"
"35837",34880,"Canadian Tonkatsu","MeatVeg"
"35838",34880,"[4pc]Nixon Roll","Sushi Roll"
"35839",34881,"[SD]Tokusen Tendon & Sashimi","Prem Dinner"
"35840",34881,"[DS]Premium Kaisen Nabe","Nabe"
"35841",34881,"SUN Tofu Cheesecake","Parfait"
"35842",34883,"Kake Udon","RiceNoodle"
"35843",34883,"[DS]Beef Nabe","Nabe"
"35844",34883,"Cali H/Roll","Side"
"35845",34883,"Salmon Sashimi","Sashimi"
"35846",34883,"Toro Salmon Sashimi","Sashimi"
"35847",34883,"Chawanmushi","Appetizer"
"35848",34883,"Kaisen Chawanmushi","Appetizer"
"35849",34884,"Concord Grape Plus","Non-Alc"
"35850",34884,"Yuzu Ginger Tea","Non-Alc"
"35851",34884,"SUN Style Fish & Chips","Seafood"
"35852",34884,"Premium Seafood KM","Dinner KM"
"35853",34884,"[SD]Chicken Pepper & Salmon","Steak Set"
"35854",34884,"Ika Ichiya Boshi Aburi","Seafood"
"35855",34884,"Teri Chicken Caesar Salad","Appetizer"
"35856",34884,"Dessert Trio","Parfait"
"35857",34884,"Oreo Cake","Parfait"
"35858",34885,"Niku Atsu Hotate Unagi KM","Dinner KM"
"35859",34885,"[SD]Hotate Sal Una Chirashi","Sushi Set"
"35860",34886,"Dessert Trio","Parfait"
"35861",34887,"[3p]Sashimi 3K","Sashimi"
"35862",34887,"Temari Sushi","Sushi"
"35863",34887,"[SD]Niku Atsu Hotate Unagi KM","Dinner KM"
"35864",34888,"Aus Wagyu Harami Don","RiceNoodle"
"35865",34888,"[SD]Tori & Unagi KM","Dinner KM"
"35866",34888,"Agedashi Tofu","Appetizer"
"35867",34889,"[SD]Unagi & Salmon Chirashi","Sushi Set"
"35868",34889,"Una Don","RiceNoodle"
"35869",34889,"[SD]Aus Sirloin Steak","Steak Set"
"35870",34889,"[SD]CA Tonkatsu & Salmon","Washoku Set"
"35871",34890,"Tempura Soba","RiceNoodle"
"35872",34890,"[SD]CA Tonkatsu & Salmon","Washoku Set"
"35873",34891,"Peach Oolong","Mocktail"
"35874",34891,"[SD]Chicken Pepper & Salmon","Steak Set"
"35875",34891,"SUN Tofu Cheesecake","Parfait"
"35876",34893,"Uni Sashimi","Sashimi"
"35877",34893,"Foie Gras Millefeuille","Appetizer"
"35878",34893,"Tofu Parfait","Parfait"
"35879",34893,"Original Ume Soda","Non-Alc"
"35880",34893,"Kurogoma Pudding","Parfait"
"35881",34894,"Premium Malts 380ml","Beer"
"35882",34894,"Peach Oolong","Mocktail"
"35883",34894,"[SD]Hanakago Bento","Prem Dinner"
"35884",34894,"[SD]Temari Sushi & Jp Wagyu","Prem Dinner"
"35885",34894,"Saba Shioyaki","Seafood"
"35886",34894,"Surume Ika Teriyaki","Seafood"
"35887",34894,"Odamaki Mushi","Appetizer"
"35888",34895,"[CS]Sal Belly Shioyaki","Café"
"35889",34895,"[CS]Yakiniku KM","Café"
"35890",34896,"[4pc]Avo Soft Shell","Sushi Roll"
"35891",34896,"Nabeyaki Udon","RiceNoodle"
"35892",34896,"Aus Wagyu Harami Don","RiceNoodle"
"35893",34897,"Aus Wagyu Harami Don","RiceNoodle"
"35894",34897,"[SD]Saba Shio & Pork Toji","Washoku Set"
"35895",34897,"[8pc]Crispy Shrimp Mango Roll","Sushi Roll"
"35896",34897,"Chawanmushi","Appetizer"
"35897",34897,"Nabeyaki Udon","RiceNoodle"
"35898",34897,"Salmon Sashimi","Sashimi"
"35899",34897,"Salmon Belly Teriyaki","Seafood"
"35900",34897,"SUN Tofu Cheesecake","Parfait"
"35901",34898,"Unagi Yakiniku KM","Dinner KM"
"35902",34898,"Seafood Mix KM","Dinner KM"
"35903",34899,"[SD]Salmon Oyako Chirashi Set","Sushi Set"
"35904",34899,"[SD]Salmon Oyako Chirashi Set","Sushi Set"
"35905",34899,"Momokawa Junmai 240ml","Sake"
"35906",34900,"Yuzu Honey Tea","Non-Alc"
"35907",34900,"Apple Tea","Promo"
"35908",34900,"[2p]Salmon Sashimi 3K","Sashimi"
"35909",34900,"Niku Atsu Hotate Unagi KM","Dinner KM"
"35910",34900,"[SD]Niku Atsu Hotate Unagi KM","Dinner KM"
"35911",34901,"Salmon & Tori KM","Dinner KM"
"35912",34901,"Chicken Pepper & Salmon","Steak"
"35913",34901,"Chawanmushi","Appetizer"
"35914",34901,"[SD]Aus Sirloin Steak","Steak Set"
"35915",34902,"Chawanmushi","Appetizer"
"35916",34902,"[DS]Kaisen Mix Nabe","Nabe"
"35917",34902,"[DS]Beef Nabe","Nabe"
"35918",34902,"Premium Malts 380ml","Beer"
"35919",34903,"[SD]Temp Soba & Mini Chirashi","Washoku Set"
"35920",34903,"[DS]Mt Pork Nabe","Nabe"
"35921",34903,"Tempura Soba","RiceNoodle"
"35922",34903,"Zensai Mori","Appetizer"
"35923",34903,"Maguro Rare Grill","Appetizer"
"35924",34904,"[SD]Gindara Teri & Sal Avo Sld","Prem Dinner"
"35925",34904,"Tokusen Tendon","RiceNoodle"
"35926",34904,"[4pc]Crispy Shrimp Avo Roll","Sushi Roll"
"35927",34904,"[4pc]Sp Aburi Salmon Roll","Sushi Roll"
"35928",34904,"Agedashi Tofu","Appetizer"
"35929",34904,"Concord Grape Plus","Non-Alc"
"35930",34904,"Azuma Rikishi 120ml","Sake"
"35931",34905,"Salmon Avocado Salad","Appetizer"
"35932",34905,"Hotate Salmon Unagi Chirashi","Chirashi"
"35933",34905,"Salmon Belly Shioyaki","Seafood"
"35934",34905,"Pork & Seafood Okonomiyaki","MeatVeg"
"35935",34906,"[DS]Beef Nabe","Nabe"
"35936",34906,"Cha Soba","RiceNoodle"
"35937",34906,"[4pc]Crispy Shrimp Mango Roll","Sushi Roll"
"35938",34906,"Yuzu Honey Tea","Non-Alc"
"35939",34907,"Unagi Salmon Chirashi","Chirashi"
"35940",34907,"Steak Moriawase","Steak"
"35941",34907,"SUN Tofu Cheesecake","Parfait"
"35942",34908,"Hotate Enoki Beef Roll","MeatVeg"
"35943",34908,"[SD]Aus Wagyu Don & Una Yana","Washoku Set"
"35944",34908,"[SD]Tokusen Tendon & Sashimi","Prem Dinner"
"35945",34909,"[4pc]Sp Aburi Salmon Roll","Sushi Roll"
"35946",34909,"Aburi Salmon Carpaccio","Appetizer"
"35947",34909,"Kids Sushi Udon Meal","Kids"
"35948",34909,"Aburi Mentai Salmon","Sushi"
"35949",34909,"[4pc]Pink Dragon Roll","Sushi Roll"
"35950",34909,"Unagi Sushi","Sushi"
"35951",34910,"Temari Sushi","Sushi"
"35952",34910,"[2p]Sashimi 5K","Sashimi"
"35953",34910,"Ika Ichiya Boshi Aburi","Seafood"
"35954",34910,"Aus Wagyu Kalbi Yaki","MeatVeg"
"35955",34911,"[SD]Tori & Unagi KM","Dinner KM"
"35956",34911,"[SD]Unagi Yakiniku KM","Dinner KM"
"35957",34911,"Pork & Seafood Okonomiyaki","MeatVeg"
"35958",34911,"Ringo Highball","Promo"
"35959",34912,"Concord Grape Plus","Non-Alc"
"35960",34912,"Yuzu Ginger Tea","Non-Alc"
"35961",34912,"Nama Bara Chirashi","Chirashi"
"35962",34912,"[SD]Unagi Yakiniku KM","Dinner KM"
"35963",34912,"[8pc]Avo Soft Shell","Sushi Roll"
"35964",34912,"SUN Tofu Cheesecake","Parfait"
"35965",34913,"[SD]Aburi Kaisen Chirashi KM","Dinner KM"
"35966",34913,"[SD]Salmon & Tori KM","Dinner KM"
"35967",34913,"[SD]Premium Seafood KM","Dinner KM"
"35968",34913,"[SD]Una Don & Pork Yanagawa","Washoku Set"
"35969",34914,"[4pc]Pink Dragon Roll","Sushi Roll"
"35970",34914,"Mozza Koromo Age","Appetizer"
"35971",34914,"Ringoginny","Promo"
"35972",34914,"[SD]Unagi Yakiniku KM","Dinner KM"
"35973",34914,"[SD]Niku Atsu Hotate Unagi KM","Dinner KM"
"35974",34914,"[SD]Deluxe Sushi Set","Sushi Set"
"35975",34914,"Seafood Mix KM","Dinner KM"
"35976",34914,"Odamaki Mushi","Appetizer"
"35977",34914,"Momokawa Junmai 120ml","Sake"
"35978",34915,"Hotate Salmon Unagi Chirashi","Chirashi"
"35979",34916,"Una Don","RiceNoodle"
"35980",34916,"Pork & Seafood Okonomiyaki","MeatVeg"
"35981",34916,"Unagi Yakiniku KM","Dinner KM"
"35982",34916,"Yuzu Ginger Tea","Non-Alc"
"35983",34917,"Kids Sushi Udon Meal","Kids"
"35984",34917,"[SD]Aburi Bara Chirashi Set","Sushi Set"
"35985",34917,"[SD]Hotate Sal Una Chirashi","Sushi Set"
"35986",34917,"[SD]Nama Kaisen Bara Chirashi","Sushi Set"
"35987",34917,"[SD]Unagi & Salmon Chirashi","Sushi Set"
"35988",34917,"[SD]Deluxe Sushi Set","Sushi Set"
"35989",34917,"Salmon Avocado Salad","Appetizer"
"35990",34917,"[4pc]Pink Dragon Roll","Sushi Roll"
"35991",34918,"Unagi Salmon Chirashi","Chirashi"
"35992",34918,"Sashimi Salad","Appetizer"
"35993",34918,"Tako Red Ginger Chigiri Age","Appetizer"
"35994",34918,"Kaisen Chawanmushi","Appetizer"
"35995",34918,"Kaku Highball","Highball"
"35996",34918,"Aburi Kaisen Bara Chirashi","Chirashi"
"35997",34918,"Chicken Karaage Karikari Gobo","MeatVeg"
"35998",34919,"[SD]Unagi Yakiniku KM","Dinner KM"
"35999",34919,"SUN Chirashi","Chirashi"
"36000",34919,"Ika Ichiya Boshi Aburi","Seafood"
"36001",34919,"Singapore Sling Highball","Highball"
"36002",34919,"San Sui Getsu 240ml","Sake"
"36003",34920,"[DS]Beef Nabe","Nabe"
"36004",34920,"Aka Shiso Highball","Highball"
"36005",34920,"Matcha Parfait","Parfait"
"36006",34920,"Sunrise Mojito","Cocktail"
"36007",34920,"Hokkaido Amasake","Cocktail"
"36008",34921,"[DS]Beef Nabe","Nabe"
"36009",34921,"Hotate Enoki Beef Roll","MeatVeg"
"36010",34921,"Aburi Kaisen Chirashi KM","Dinner KM"
"36011",34921,"Soft Shell Crab Tempura","Seafood"
"36012",34921,"Dessert Trio","Parfait"
"36013",34921,"Singapore Sling Highball","Highball"
"36014",34921,"Momokawa Junmai 120ml","Sake"
"36015",34922,"Pork & Seafood Okonomiyaki","MeatVeg"
"36016",34922,"[SD]Una Don & Pork Yanagawa","Washoku Set"
"36017",34922,"[SD]Chicken Pepper & Salmon","Steak Set"
"36018",34922,"Nama Bara Chirashi","Chirashi"
"36019",34923,"Momokawa Junmai 240ml","Sake"
